topic 0,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19
0.000200000006471,0.000200000003036,0.000200000005848,0.0853652819232,0.000200000003058,0.000200000004288,0.376901927284,0.0614063307854,0.0168527870812,0.00346626164784,0.000200000004051,0.00020000000353,0.000200000003031,0.000200000004361,0.00020000000563,0.0160205227515,0.437278498418,0.000200000005259,0.000200000004139,0.000200000004058
0.267861198645,0.000454545476459,0.000454545460619,0.00045454546057,0.000454545461077,0.000454545459219,0.000454545466254,0.000454545461574,0.543943030793,0.000454545461726,0.000454545464064,0.000454545460258,0.000454545459256,0.0521584883999,0.000454545459334,0.000454545462779,0.000454545465267,0.000454545467451,0.00045454545868,0.128502666397
0.000438596495812,0.000438596503021,0.000438596501494,0.000438596501773,0.00043859650173,0.000438596503438,0.000438596501342,0.000438596499773,0.000438596497839,0.991666666491,0.000438596499339,0.000438596496864,0.000438596498097,0.000438596504654,0.000438596501481,0.000438596498726,0.00043859650034,0.000438596499181,0.000438596500772,0.000438596499149
0.408453774626,0.00045454545948,0.000454545462444,0.0170762106103,0.000454545459104,0.000454545459216,0.000454545464672,0.000454545465649,0.000454545463702,0.000454545462953,0.000454545465654,0.000454545461253,0.000454545460143,0.000454545463529,0.000454545460953,0.000454545464231,0.000454545464025,0.566744007122,0.000454545460023,0.000454545461118
0.000961538467482,0.00096153846759,0.000961538468507,0.000961538469499,0.000961538466781,0.00096153847148,0.000961538479638,0.000961538471829,0.00096153847298,0.000961538480609,0.00096153846983,0.000961538478325,0.000961538478322,0.000961538478042,0.000961538489844,0.000961538465874,0.000961538478949,0.981730768989,0.000961538484032,0.000961538471066
9.36329604307e-05,0.00548624613893,9.3632961246e-05,9.36329598285e-05,9.3632960323e-05,0.160247236042,0.157466885501,0.287649551237,9.3632960072e-05,0.109019212265,9.36329611273e-05,9.36329605699e-05,0.15898293822,9.36329606565e-05,9.36329617131e-05,9.36329598911e-05,0.11052990853,9.36329604977e-05,0.00945295623338,9.36329603354e-05
0.000375939855768,0.000375939857758,0.000375939854659,0.000375939858334,0.0171830676994,0.000375939857222,0.000375939858323,0.000375939858691,0.000375939854724,0.000375939859833,0.858255329465,0.000375939856625,0.000375939854031,0.000375939860088,0.000375939857866,0.000375939857951,0.0874913309006,0.000375939855811,0.025423728924,0.0003759398548
0.975641024907,0.0012820513218,0.00128205131134,0.00128205129492,0.00128205129528,0.00128205130571,0.0012820513095,0.00128205130339,0.00128205130238,0.00128205131528,0.00128205131348,0.00128205131158,0.00128205131142,0.0012820513174,0.00128205131033,0.00128205129598,0.00128205130386,0.0012820512936,0.00128205130521,0.00128205130172
9.67118001767e-05,9.67118012299e-05,0.0813883338192,9.67118002469e-05,9.67118007339e-05,9.67118000923e-05,9.67118006579e-05,0.0727801739511,9.67118009201e-05,0.104936009565,0.121056690992,0.00476025680888,0.200782985075,9.67118004516e-05,9.67118007974e-05,9.67118002384e-05,9.67118014003e-05,9.6711800692e-05,9.67118007698e-05,0.411258727707
0.000292397668428,0.000292397665672,0.000292397667542,0.0300594117164,0.000292397664335,0.000292397665511,0.000292397665911,0.053756045531,0.00968560709115,0.901801696373,0.000292397665343,0.000292397663909,0.000292397666192,0.00029239766566,0.000292397666226,0.000292397667253,0.000292397666047,0.000292397665363,0.000292397666482,0.00029239766489
0.000442477882865,0.000442477881778,0.000442477882209,0.000442477884257,0.000442477884192,0.000442477881595,0.132812691604,0.000442477883457,0.000442477885987,0.000442477885988,0.000442477885148,0.000442477883522,0.000442477881243,0.000442477882266,0.0538897521348,0.000442477883313,0.000442477889,0.805639639005,0.000442477890764,0.000442477884228
0.00050505051152,0.000505050508977,0.000505050511614,0.000505050511868,0.000505050510192,0.000505050510834,0.000505050511307,0.000505050512919,0.000505050510515,0.000505050512083,0.000505050512147,0.00050505050928,0.00050505051341,0.000505050515514,0.000505050511147,0.000505050512056,0.00050505051326,0.990404040269,0.000505050509901,0.000505050511993
0.000581395354773,0.000581395352396,0.988953488261,0.000581395360933,0.000581395357799,0.000581395354088,0.000581395354009,0.000581395354127,0.000581395352996,0.0005813953535,0.000581395353649,0.000581395354458,0.000581395351921,0.000581395356649,0.000581395353445,0.00058139535932,0.000581395354666,0.000581395352707,0.000581395353069,0.000581395354589
0.00454545460719,0.00454545458741,0.00454545463104,0.00454545469203,0.00454545458765,0.00454545464927,0.00454545465547,0.00454545464876,0.148359963553,0.502363855615,0.00454545464626,0.00454545457808,0.00454545466042,0.00454545468013,0.00454545460684,0.00454545463199,0.00454545463796,0.00454545461744,0.272373268717,0.00454545460577
0.00833333336726,0.00833333335607,0.00833333342605,0.00833333337927,0.00833333335023,0.00833333334628,0.00833333338426,0.00833333344178,0.00833333337296,0.00833333337806,0.00833333336196,0.00833333335061,0.00833333335542,0.00833333335325,0.00833333335336,0.841666663293,0.00833333337579,0.00833333339803,0.00833333334393,0.0083333336098
0.0126930758241,0.00921628748215,0.0968875402691,7.5075076773e-05,7.50750762791e-05,7.50750769091e-05,0.184519003168,0.0450053352933,7.50750770686e-05,7.50750768028e-05,0.0138046591733,7.50750788677e-05,0.0141393109677,0.0192271351548,7.50750764729e-05,7.50750763397e-05,0.249744353796,0.182354183158,0.0174512124879,0.154246329883
0.00108695656353,0.034100546311,0.00108695655209,0.00108695653388,0.00108695654553,0.00108695653586,0.00108695654313,0.0010869565364,0.00108695653271,0.00108695653836,0.00108695653711,0.00108695653997,0.00108695653282,0.0311133059412,0.134931697975,0.429804076362,0.00108695654322,0.381598362379,0.00108695655051,0.00108695653712
0.000909090933417,0.000909090920882,0.000909090921956,0.000909090923361,0.000909090927317,0.00090909092279,0.000909090926391,0.000909090927047,0.000909090927004,0.000909090919964,0.000909090929638,0.0421680454954,0.000909090920475,0.000909090926829,0.000909090926858,0.941465791864,0.000909090928421,0.000909090925059,0.000909090922285,0.00090909092045
0.000240384618518,0.000240384618245,0.000240384619883,0.000240384618655,0.000240384617407,0.000240384618062,0.0140086477927,0.000240384625445,0.00024038461876,0.955963297178,0.000240384618227,0.000240384617298,0.000240384617786,0.000240384617404,0.0259411093402,0.000240384617117,0.000240384619298,0.000240384621911,0.000240384618622,0.000240384619965
0.00156250004533,0.00156250001398,0.734019575534,0.00156250002544,0.00156250001324,0.00156250002119,0.00156250003042,0.00156250002682,0.00156250002117,0.00156250001444,0.00156250001489,0.0504222830539,0.00156250001463,0.00156250001447,0.00156250002766,0.00156250003888,0.001562500028,0.00156250002413,0.0015625000115,0.189013117075
0.000267379686412,0.0632139083225,0.000267379685375,0.000267379684574,0.000267379684417,0.00026737968435,0.0364439511891,0.183144464612,0.000267379683353,0.112416815384,0.229779924325,0.000267379683961,0.000267379684918,0.000267379687862,0.0227105065,0.000267379682667,0.120343655942,0.136456061855,0.0427110995029,0.0488875322496
0.000588235305321,0.130987558161,0.000588235301541,0.000588235306384,0.000588235305878,0.000588235309944,0.00058823530429,0.000588235305295,0.000588235303444,0.000588235301436,0.000588235303987,0.000588235298851,0.000588235302657,0.000588235310011,0.000588235300706,0.000588235300602,0.858433881182,0.000588235302772,0.000588235306033,0.000588235302853
0.000314465415587,0.000314465414645,0.000314465415597,0.00031446541437,0.000314465414382,0.000314465422949,0.228447938307,0.000314465415895,0.000314465416828,0.000314465420918,0.000314465415236,0.00031446541253,0.000314465415109,0.000314465424412,0.169380359152,0.000314465413005,0.346375525197,0.238043860997,0.000314465414193,0.0131101849558
0.000160771706317,0.000160771706251,0.000160771708501,0.000160771707131,0.000160771707491,0.000160771706116,0.000160771708728,0.000160771707859,0.000160771707989,0.070638318928,0.000160771706707,0.000160771706047,0.0001607717066,0.00016077170633,0.000160771706841,0.000160771708603,0.0230624149432,0.0923025957746,0.000160771706654,0.813560321251
0.000214592279085,0.000214592279351,0.233500227589,0.000214592279391,0.000214592278102,0.500265706565,0.000214592279836,0.000214592279197,0.000214592278915,0.000214592278208,0.000214592278292,0.00895427065706,0.000214592278848,0.000214592281397,0.000214592278194,0.000214592277502,0.245541492806,0.000214592278585,0.0085170200567,0.000214592279763
0.00015772870893,0.000157728707904,0.000157728708719,0.000157728708486,0.000157728707817,0.000157728707789,0.00015772870861,0.0491080669336,0.000157728708284,0.000157728708752,0.000157728708993,0.000157728707799,0.000157728708088,0.000157728708342,0.000157728708429,0.000157728707844,0.000157728708826,0.94803759353,0.000157728707972,0.000157728709925
0.000819672143001,0.033788895146,0.000819672152009,0.117558912797,0.000819672140332,0.000819672139244,0.000819672156941,0.000819672145879,0.0008196721426,0.000819672147892,0.000819672143072,0.000819672140534,0.000819672142007,0.000819672138471,0.000819672141951,0.000819672144052,0.000819672150197,0.83321544167,0.000819672141535,0.000819672147671
0.000877192996124,0.000877192989714,0.000877192994523,0.000877192993436,0.000877192992369,0.000877192990712,0.000877192999749,0.000877192997049,0.000877192995228,0.000877192998541,0.983333333092,0.00087719299243,0.000877192990924,0.000877192992901,0.000877192993701,0.0008771929902,0.000877192998218,0.000877193001643,0.000877192990244,0.000877193011064
0.000434782614815,0.000434782614441,0.000434782616593,0.000434782615118,0.000434782612315,0.000434782612987,0.000434782615737,0.000434782615038,0.000434782615202,0.00043478261493,0.000434782618872,0.000434782612726,0.000434782615334,0.000434782613568,0.000434782614095,0.000434782614752,0.954739860657,0.0364617704729,0.000434782613344,0.000434782614681
0.000194552532813,0.000194552532797,0.0688757316495,0.000194552531347,0.000194552531167,0.000194552531623,0.000194552531298,0.000194552532377,0.000194552531385,0.141206100681,0.000194552531305,0.000194552530654,0.355555740261,0.000194552531473,0.000194552531518,0.000194552530796,0.000194552532069,0.000194552533045,0.431520544385,0.000194552531183
0.881249999346,0.00625000000701,0.00625000001732,0.0062500000116,0.00625000004649,0.00625000002127,0.00625000003542,0.00625000012775,0.00625000002542,0.00625000004977,0.00625000001859,0.0062500000108,0.00625000001151,0.0062500000166,0.00625000001542,0.00625000009388,0.00625000005301,0.00625000002356,0.0062500000217,0.00625000004652
0.000322580650864,0.000322580648673,0.000322580649223,0.000322580647989,0.000322580648518,0.000322580653928,0.000322580651508,0.000322580651353,0.000322580648661,0.000322580652924,0.000322580651029,0.000322580648922,0.000322580648919,0.958102193466,0.000322580650517,0.016268493339,0.0201187253138,0.000322580648528,0.000322580648834,0.000322580652889
